ID,Movie Names,Year,Genere,Rating
6819,The Invention of Lying,2009,"Comedy, Fantasy, Romance",6.2
6820,Celeste & Jesse Forever,2012,"Comedy, Drama, Romance",6.4
6821,Dan in Real Life,2007,"Comedy, Romance, Drama",6.5
6822,2001 Maniacs,2005,"Comedy, Horror",5.3
6823,Army of One,2016,Comedy,5.2
6824,Behind Enemy Lines II: Axis of Evil,2006,"Action, Adventure, Thriller",4.8
6825,Follow Me,2020,"Horror, Thriller",6.4
6826,The Shadow Effect,2017,"Science Fiction, Action, Thriller",5
6827,Steel Magnolias,1989,"Comedy, Drama, Romance",7.2
6828,2-Headed Shark Attack,2012,"Horror, Action, Thriller, Science Fiction",4.4
6829,A History of Violence,2005,"Drama, Thriller, Crime",7.2
6830,Body of Evidence,1993,"Drama, Thriller, Romance",5
6831,The Rover,2014,"Crime, Drama",6.3
6832,Bram Stoker's Van Helsing,2021,Horror,5.8
6833,The Curse of Sleeping Beauty,2016,"Fantasy, Horror",5.1
6834,Creep,2014,Horror,6.4
6835,Stick It,2006,"Comedy, Drama",6.8
6836,Escape to Witch Mountain,1975,"Adventure, Fantasy, Science Fiction, Family",6.4
6837,Circle,2015,"Science Fiction, Mystery, Drama, Thriller, Horror",6
6838,Throw Momma from the Train,1987,"Comedy, Crime",6.2
6839,No Way Out,1987,Thriller,6.9
6840,Class,1983,"Comedy, Drama",5.9
6841,Robinson Crusoe,1997,"Action, Adventure, Drama",5.8
6842,Tin Cup,1996,"Comedy, Romance",6
6843,Fred Claus,2007,"Action, Comedy, Drama",5.8
6844,Heavenly Creatures,1994,"Drama, Fantasy",7
6845,Welcome to Marwen,2018,"Comedy, Drama, Fantasy",6.6
6846,The Wretched,2020,"Horror, Mystery, Thriller",6
6847,Dreamcatcher,2021,"Horror, Mystery, Thriller",5.9
6848,Hamburger Hill,1987,"War, Action, Drama",6.5
6849,Valentine,2001,"Horror, Thriller",5.5
6850,The Summers of IT: Chapter Two,2019,"Horror, Drama, Fantasy",7.1
6851,Texas Killing Fields,2011,"Drama, Thriller, Crime, Mystery",5.7
6852,Like Mike,2002,"Family, Comedy, Fantasy",6.1
6853,Nurse 3-D,2013,"Horror, Thriller",5.2
6854,Great Expectations,1998,"Comedy, Drama, Romance",6.7
6855,Kiss the Girls,1997,"Thriller, Crime, Mystery, Drama",6.5
6856,The Reading,2023,"Drama, Thriller",7.6
6857,Open 24 Hours,2018,"Horror, Thriller",5.6
6858,Blue Chips,1994,Drama,6.1
6859,The Hours,2002,Drama,7.3
6860,Cloud 9,2014,"Family, Action, Drama, Romance, TV Movie",6.9
6861,Midnight Special,2016,"Adventure, Drama, Science Fiction",6.2
6862,Phineas and Ferb: Mission Marvel,2013,"Animation, Family, Comedy",6.5
6863,Bilby,2019,"Animation, Comedy, Family, Adventure",8.1
6864,Grace Unplugged,2013,"Drama, Music",6
6865,Bringing Out the Dead,1999,Drama,6.6
6866,Bringing Mere Home,2023,Drama,0
6867,The Ladykillers,2004,"Comedy, Crime, Thriller",6.1
6868,The Human Stain,2003,"Drama, Romance",6
6869,Greed,2020,"Comedy, Drama",5.6
6870,Phenomena,1985,"Horror, Thriller",6.8
6871,Sing Street,2016,"Comedy, Romance, Drama, Music",7.9
6872,Scooby-Doo! Frankencreepy,2014,"Adventure, Animation, Comedy, Family, Fantasy, Mystery, Science Fiction",7.7
6873,Tesla,2020,"History, Drama",5.9
6874,Hounds of Love,2016,"Crime, Drama, Horror",6.1
6875,Mighty Joe Young,1998,"Adventure, Family, Action, Fantasy",6.2
6876,The Alamo,1960,Western,7.2
6877,"Tomorrow, When the War Began",2010,"Action, Adventure, Drama",6.2
6878,Hanna,2011,"Action, Thriller, Adventure",6.6
6879,Murder-Set-Pieces,2004,"Horror, Thriller, Crime",3.9
6880,History of the World: Part I,1981,Comedy,6.8
6881,Black Adam: Saviour or Destroyer?,2022,Documentary,7
6882,Copshop,2021,"Thriller, Crime, Action",6.2
6883,Puppet Master,1989,"Horror, Fantasy, Science Fiction",5.8
6884,Hulk vs. Wolverine,2009,"Animation, Action, Science Fiction, Adventure, Fantasy",7.1
6885,Koati,2021,Animation,7.1
6886,Ladder 49,2004,"Drama, Action, Thriller",6.4
6887,Anne of the Thousand Days,1969,"Drama, History, Romance",7
6888,Lakeview Terrace,2008,"Drama, Crime, Thriller",5.9
6889,One Million Years B.C.,1966,"Adventure, Fantasy",6
6890,Until Morning,2023,"Drama, Science Fiction, Romance",0
6891,Maunga Cassino,2023,"Drama, Comedy",0
6892,Temptation: Confessions of a Marriage Counselor,2013,Drama,6.5
6893,Polarized,2023,"Romance, Drama",6
6894,Snake Eyes,1998,"Thriller, Crime, Mystery",6.1
6895,The Manor,2021,Horror,5.5
6896,Bless the Child,2000,"Drama, Horror, Thriller, Crime",5.3
6897,Ed Wood,1994,"Comedy, Drama, History",7.5
6898,Boo! A Madea Halloween,2016,"Comedy, Horror",5.7
6899,Fortress,1992,"Action, Thriller, Science Fiction",6.1
6900,Kull the Conqueror,1997,"Adventure, Fantasy, Action",5.1
6901,Fast Times at Ridgemont High,1982,Comedy,6.8
6902,Class of 1984,1982,"Action, Crime, Drama, Thriller",6.4
6903,Synchronicity,2015,"Thriller, Mystery, Science Fiction",5.7
6904,Sydney White,2007,Comedy,6.5
6905,Acrimony,2018,Thriller,6.8
6906,Waiting for the Barbarians,2019,"Drama, History",6
6907,Taking Lives,2004,"Crime, Thriller",6.4
6908,Bucky Larson: Born to Be a Star,2011,Comedy,4.4
6909,Psycho IV: The Beginning,1990,"Horror, Mystery, Thriller",5.6
6910,Working Girl,1988,"Comedy, Romance, Drama",6.6
6911,Hatchet,2006,"Comedy, Horror",5.8
6912,Old Yeller,1957,"Adventure, Drama, Family, Western",6.9
6913,Wer,2013,"Horror, Mystery, Thriller",6.4
6914,High Fidelity,2000,"Drama, Comedy, Romance, Music",7.1
6915,The Perfect Man,2005,"Comedy, Drama, Family, Romance",6.1
6916,Out of Africa,1985,"History, Romance, Drama",7.2
6917,10x10,2018,Thriller,5.2
6918,Loving Vincent,2017,"Animation, Drama, Mystery, History",8
6919,The Concorde... Airport '79,1979,"Action, Drama, Thriller",4.8
6920,Proud Mary,2018,"Thriller, Action, Crime",5.4
6921,All the Money in the World,2017,"Thriller, Drama, Crime, History",6.5
6922,David Attenborough: A Life on Our Planet,2020,Documentary,8.5
6923,Extraction,2015,"Action, Thriller",4.6
6924,Vacancy 2: The First Cut,2008,"Crime, Horror, Thriller",5.3
6925,I'm in Love with a Church Girl,2013,"Drama, Romance",6.1
6926,Anomalisa,2015,"Animation, Drama, Romance, Comedy",7.1
6927,Notes on a Scandal,2006,"Drama, Romance",7.1
6928,Wasp Network,2020,"Drama, History, Thriller",6.1
6929,Funny People,2009,"Comedy, Drama",5.9
6930,The Guernsey Literary & Potato Peel Pie Society,2018,"Romance, Drama, History",7.5
6931,Battlestar Galactica: Razor,2007,"Science Fiction, Action, Drama, Thriller, TV Movie",7.1
6932,Toys,1992,"Family, Fantasy, Comedy, Science Fiction",5.2
6933,Miles Davis – What's Love Got to Do with It,2023,"Animation, Music",0
6934,Sergio,2020,Drama,6.6
6935,Partly Cloudy,2009,"Animation, Family, Comedy",7.8
6936,Bewitched,2005,"Comedy, Fantasy, Romance",5
6937,Raymond & Ray,2022,"Drama, Comedy",6.5
6938,Stowaway,2021,"Science Fiction, Drama, Thriller, Adventure",5.9
6939,Robert,2015,Horror,4.1
6940,The Poughkeepsie Tapes,2007,"Horror, Mystery, Crime, Thriller",6.6
6941,Rise,2022,Drama,7.7
6942,Corporate Animals,2019,"Comedy, Horror",4.8
6943,Sorority Row,2009,"Horror, Mystery",5.5
6944,Beneath,2013,Horror,5.4
6945,"Chill Out, Scooby-Doo!",2007,"Family, Comedy, Animation, Adventure, Mystery",7.5
6946,Tower Block,2012,"Thriller, Action",5.9
6947,A Christmas Carol,1984,"Drama, Fantasy, TV Movie, Family",7.4
6948,Horizon Line,2020,"Thriller, Action, Adventure",5.7
6949,Friday Night Lights,2004,Drama,6.9
6950,Two Night Stand,2014,"Romance, Comedy",6.4
6951,Not Cinderella's Type,2018,Romance,6.6
6952,Sharknado 4: The 4th Awakens,2016,"Comedy, Science Fiction",4.6
6953,The Man Who Knew Too Much,1956,"Mystery, Thriller",7.5
6954,My Little Pony: Equestria Girls - Legend of Everfree,2016,"Adventure, Animation, Music, Fantasy, Comedy",7.3
6955,Swing Kids,1993,"Music, Drama",6.7
6956,The Personal History of David Copperfield,2019,Comedy,6.5
6957,Dolores Claiborne,1995,"Crime, Drama, Mystery",7.2
6958,It's Complicated,2009,"Comedy, Romance",6.5
6959,The Walk,2015,"Adventure, Drama, Thriller, History",7
6960,Say Anything...,1989,"Romance, Comedy, Drama",7.1
6961,Bulletproof,1996,"Comedy, Crime, Action",5.7
6962,Bully,2001,"Crime, Drama",6.7
6963,Leprechaun: Origins,2014,Horror,4.6
6964,Capone,2020,"Crime, Drama",5
6965,Night Shift,1982,Comedy,6
6966,The Legion,2020,"Adventure, History, Action",6.1
6967,Tom and Jerry Blast Off to Mars!,2005,"Animation, Family",6.6
6968,"Love, Guaranteed",2020,"Romance, Comedy",6.4
6969,Anne of Green Gables: The Sequel,1987,"Drama, Romance, Family",7.9
6970,The Mad Hatter,2021,"Horror, Thriller",5.4
6971,Hocus Pocus 25th Anniversary Halloween Bash,2018,"Music, Documentary, Family",7.2
6972,Night Train to Lisbon,2013,"Mystery, Romance, Thriller",6.5
6973,Shark Bait,2006,"Animation, Family",5
6974,Wicked Little Things,2006,"Fantasy, Horror",5.7
6975,Maurice,1987,"Drama, Romance",7.6
6976,Crocodile Dundee in Los Angeles,2001,"Adventure, Comedy",5.2
6977,Desperados,2020,"Comedy, Romance",6.1
6978,Southern Comfort,1981,"Action, Thriller",6.9
6979,The Lazarus Effect,2015,"Horror, Thriller, Mystery, Science Fiction",5.3
6980,The Locksmith,2023,"Mystery, Thriller, Action, Crime, Drama",6.1
6981,Richie Rich's Christmas Wish,1998,"Family, Comedy",4.8
6982,We Have Always Lived in the Castle,2019,"Mystery, Thriller, Horror",5.5
6983,Much Ado About Nothing,1993,"Drama, Comedy, Romance",6.9
6984,Truth,2015,Drama,6.6
6985,Sleepwalkers,1992,"Horror, Fantasy, Thriller",6
6986,Adaptation.,2002,"Comedy, Crime, Drama",7.4
6987,Raw Justice,1994,"Thriller, Action",4.7
6988,We Are Marshall,2006,"Drama, History",6.9
6989,What's in That Crate?,2023,Animation,0
6990,The Big Sick,2017,"Comedy, Drama, Romance",7.3
6991,South Park the Streaming Wars,2022,"Animation, Comedy",7.4
6992,Aleph,2023,Animation,0
6993,Lost Boys: The Tribe,2008,"Horror, Thriller, Comedy",4.7
6994,Grave Halloween,2013,"TV Movie, Horror, Science Fiction",4.5
6995,Maniac,2012,Horror,6.1
6996,The Last Word,2017,"Comedy, Drama",6.6
6997,Equals,2015,"Drama, Romance, Science Fiction",6.1
6998,Deadstream,2022,"Horror, Comedy",6.2
6999,The Back-Up Plan,2010,"Comedy, Romance",6.1
7000,Spooky Buddies,2011,"Comedy, Family, Mystery, TV Movie",6.1
7001,The Diary of a Teenage Girl,2015,"Drama, Romance",6.6
7002,The 2nd,2020,Action,5.5
7003,The Remains of the Day,1993,"Drama, Romance",7.4
7004,The Hundred-Foot Journey,2014,"Drama, Comedy",7.3
7005,Invasion of the Body Snatchers,1956,"Horror, Science Fiction",7.5
7006,Sharknado 3: Oh Hell No!,2015,"Action, TV Movie, Science Fiction, Comedy, Adventure",4.7
7007,A Fall from Grace,2020,"Drama, Thriller, Mystery",7.1
7008,Sudden Death,1995,Action,6
7009,Firestarter,1984,"Horror, Thriller, Science Fiction",6.3
7010,The Wizards Return: Alex vs. Alex,2013,"Family, Comedy, TV Movie, Fantasy",6.9
7011,Air Buddies,2006,"Adventure, Comedy, Family",5.9
7012,"Confess, Fletch",2022,"Crime, Comedy, Mystery",6.3
7013,Dark Star,1974,"Comedy, Science Fiction",6
7014,Look Who's Talking Now!,1993,"Romance, Comedy, Family",5.4
7015,Addicted to Love,1997,"Comedy, Romance",6.2
7016,Brimstone,2016,"Western, Mystery, Thriller, Drama",7.1
7017,Mad Dog and Glory,1993,"Comedy, Crime, Romance, Drama",6
7018,How to Lose Friends & Alienate People,2008,"Comedy, Romance, Drama",6
7019,Whatever Works,2009,"Comedy, Romance",7.1
7020,The Hallow,2015,"Fantasy, Horror",5.7
7021,Paris Is Burning,1991,Documentary,8.1
7022,Haunting of the Mary Celeste,2020,Horror,5.3
7023,In the Bedroom,2001,"Drama, Thriller",6.9
7024,She's Having a Baby,1988,"Comedy, Drama, Romance",5.9
7025,Bullet to the Head,2013,"Action, Crime, Thriller",5.6
7026,The Philadelphia Experiment,1984,"Science Fiction, Adventure, Thriller",6.1
7027,Emperor,2012,"Drama, History, War",6.1
7028,Ted K,2021,"Drama, Crime",6.2
7029,Body Snatchers,1993,"Horror, Science Fiction, Thriller",6.1
7030,Prisoner of Love,2022,"Thriller, TV Movie, Drama",5.9
7031,The Hole in the Ground,2019,Horror,5.6
7032,Thief,1981,"Crime, Thriller, Action",7.1
7033,Gabriel's Inferno,2020,Romance,8.5
7034,Swiss Family Robinson,1960,"Adventure, Family",6.9
7035,Ben 10: Destroy All Aliens,2012,"Animation, Science Fiction, Family, Action",5.8
7036,My Salinger Year,2021,Drama,6.4
7037,Duplicity,2009,"Romance, Comedy, Crime",5.9
7038,Madea Goes to Jail,2009,"Comedy, Crime, Drama",6.6
7039,The Tribes of Palos Verdes,2017,Drama,5.3
7040,The Day After,1983,"Science Fiction, Drama, TV Movie",6.6
7041,The Canyons,2013,"Thriller, Drama",4.5
7042,Miss Willoughby and the Haunted Bookshop,2022,"Mystery, Crime",4.8
7043,Premature,2014,Comedy,5.5
7044,Offseason,2022,"Horror, Mystery",5.5
7045,Blood Simple,1984,"Crime, Drama, Thriller",7.3
7046,Ice Princess,2005,"Family, Drama, Comedy",6.4
7047,Mank,2020,"Drama, History",6.8
7048,Curly Sue,1991,"Comedy, Drama, Family, Romance",6.4
7049,Howard the Duck,1986,"Comedy, Fantasy, Science Fiction",5.4
7050,Alvin and the Chipmunks Meet the Wolfman,2000,"Family, Fantasy, Comedy, Animation, Music",6.8
7051,The Reef 2: High Tide,2012,"Animation, Family",4.5
7052,Peaky Blinders: The True Story,2016,Documentary,8.5
7053,The Silence of the Lambs,1991,"Crime, Drama, Thriller",8.3
7054,Destroyer,2018,"Thriller, Crime, Drama, Action",5.9
7055,Love Comes Softly,2003,"TV Movie, Western",6.7
7056,The Peanut Butter Falcon,2019,"Adventure, Comedy, Drama",7.4
7057,Robert the Bruce,2019,"Drama, History",5.3
7058,Return of the Tooth Fairy,2020,Horror,6.5
7059,Antitrust,2001,"Action, Crime, Drama",6
7060,Rumor Has It...,2005,"Comedy, Romance",5.6
7061,Mickey's Magical Christmas: Snowed in at the House of Mouse,2001,"Animation, Family, Comedy",6.9
7062,Arkansas,2020,"Crime, Thriller",5.7
7063,The Black Stallion,1979,"Family, Adventure",7.1
7064,Wounds,2019,"Horror, Mystery, Thriller",4
7065,The Little Death,2014,"Drama, Comedy, Romance",6.7
7066,Freeway,1996,"Comedy, Drama, Thriller",6.4
7067,Princess Aubergine,2023,Animation,0
7068,The Campaign,2012,Comedy,5.8
7069,The Cotton Club,1984,"Crime, Drama",6.6
7070,Frenemies,2012,"Drama, Family, TV Movie, Comedy",5.9
7071,Waves,2019,"Romance, Drama",7.4
7072,Resurrection,2022,"Thriller, Mystery, Horror, Drama",6
7073,"Ed, Edd n Eddy's Big Picture Show",2009,"Comedy, Animation, Adventure, TV Movie",7.3
7074,Spartacus,2004,"Action, Drama",6.7
7075,Dating the Delaneys,2022,"TV Movie, Comedy, Romance",7.5
7076,The Double,2011,"Action, Drama, Crime",5.8
7077,The Debt Collector,2018,Action,5.8
7078,Pitch Black,2000,"Thriller, Science Fiction, Action",6.8
7079,Black Dog,1998,Action,6.3
7080,The Swan Princess: A Royal Family Tale,2014,"Family, Animation, Fantasy",6.3
7081,Above the Shadows,2019,"Fantasy, Romance",6.9
7082,Hey Brainy Man,2023,Comedy,0
7083,Prozac Nation,2001,"Drama, Romance",6.4
7084,Furry Vengeance,2010,"Family, Comedy, Fantasy",4.9
7085,Problem Child 3,1995,"Comedy, Family, TV Movie",4.6
7086,Hannie Caulder,1971,"Drama, Western, Crime",6.2
7087,Welcome to Smelliville,2021,"Animation, Adventure, Family, Fantasy",7
7088,Animal Instincts II,1994,"Drama, Thriller",2.6
7089,Elvis & Nixon,2016,"Drama, Comedy, History",5.9
7090,Scrooge,1951,"Fantasy, Drama",7.4
7091,I Love You Phillip Morris,2009,"Comedy, Crime, Drama, Romance",6.4
7092,Hope Floats,1998,"Romance, Drama, Comedy",6.3
7093,My Bloody Valentine,2009,"Mystery, Horror",5.5
7094,28 Days,2000,"Comedy, Drama",6.1
7095,The Boy Who Cried Werewolf,2010,"Family, Fantasy, TV Movie, Comedy",6.5
7096,Bringing Up Baby,1938,"Comedy, Romance",7.6
7097,Thirteen Days,2000,"Drama, History, Thriller, War",7
7098,Cat's Eye,1985,"Horror, Thriller",6.7
7099,Turbo Kid,2015,"Action, Adventure, Comedy, Science Fiction",6.6
7100,Firewall,2006,"Action, Crime, Thriller",5.8
7101,The Wind That Shakes the Barley,2006,"Drama, War",7.4
7102,The Love Guru,2008,"Comedy, Romance",4.2
7103,The Reckoning,2021,"Horror, Drama",6.6
7104,Miss You Already,2015,"Comedy, Drama",7.4
7105,Jackass 3.5,2011,"Comedy, Documentary, Action",6.3
7106,The Conversation,1974,"Crime, Drama, Mystery",7.5
7107,Poltergeist III,1988,"Horror, Thriller",5.2
7108,Carmen,2023,"Music, Drama",6.3
7109,Only the Strong,1993,Action,6.9
7110,Just Cause,1995,"Action, Drama, Mystery, Thriller",6.2
7111,Nice Dreams,1981,Comedy,5.9
7112,Suburban Commando,1991,"Action, Comedy, Family, Science Fiction",4.8
7113,Inside the Mind of a Cat,2022,Documentary,7.4
7114,The Eyes of My Mother,2016,"Drama, Horror",6.2
7115,The Kingdom,2007,"Thriller, Action, Drama",6.7
7116,Blindsided,2016,"Comedy, Action",6.7
7117,The Fearway,2023,"Horror, Mystery",4.5
7118,The Birth of a Nation,1915,"Drama, History, War",6
7119,Missing in Action 2: The Beginning,1985,"Action, War",5.8
7120,November Criminals,2017,"Crime, Drama, Mystery, Thriller",5.3
7121,Mercy,2015,"Thriller, Horror",5
7122,Metro,1997,"Action, Adventure, Comedy, Crime, Thriller",5.7
7123,Ali,2001,Drama,6.8
7124,The House,2017,Comedy,5.6
7125,The General's Daughter,1999,"Thriller, Mystery, Drama, Crime",6.4
7126,Sierra Burgess Is a Loser,2018,"Comedy, Drama, Romance",6.3
7127,Cockneys vs Zombies,2012,"Comedy, Horror",5.7
7128,Marvel Rising: Secret Warriors,2018,"Family, Animation, Action, Comedy, Science Fiction, TV Movie, Adventure",6.8
7129,Banana,2010,"Animation, Family, Comedy",7.1
7130,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,Comedy,3.7
7131,The Patriot,1998,"Action, Thriller",5.7
7132,The Duellists,1977,"Drama, War",7.3
7133,Song of the South,1946,"Family, Animation",6.5
7134,Animal Farm,1954,"Animation, Drama",6.9
7135,Salmon Fishing in the Yemen,2012,"Drama, Romance, Comedy",6.4
7136,Oscar,1991,Comedy,6.3
7137,Jane Eyre,2011,"Drama, Romance",7.2
7138,Medusa: Queen of the Serpents,2020,Horror,6.2
7139,Virus,1999,"Horror, Action, Science Fiction",5.4
7140,Cleveland Abduction,2015,"Drama, Crime, TV Movie",7.2
7141,Bad Santa,2003,"Drama, Comedy, Crime",6.5
7142,Mockingbird,2014,"Horror, Thriller",4.7
7143,Michael Jackson: The Life of an Icon,2011,Documentary,7.8
7144,Extreme Movie,2008,Comedy,4.6
7145,I Am Mother,2019,"Science Fiction, Thriller",6.7
7146,Primal Rage,2018,Horror,5.2
7147,Very Bad Things,1998,"Comedy, Crime, Thriller",6.3
7148,The Pebble and the Penguin,1995,"Animation, Adventure, Family",5.3
7149,Purple Rain,1984,"Drama, Music, Romance",6.7
7150,976-EVIL II,1991,Horror,4.7
7151,Death Wish II,1982,"Action, Crime, Drama",6.3
7152,Beyond the Law,1993,Action,6.3
7153,Fathers and Daughters,2015,Drama,7.1
7154,High Strung Free Dance,2018,"Music, Romance, Drama",7.3
7155,Drop Dead Fred,1991,"Comedy, Fantasy, Family",5.9
7156,Battle at Big Rock,2019,"Action, Adventure, Science Fiction",6.9
7157,Little Miss Sunshine,2006,"Comedy, Drama",7.7
7158,A Night to Remember,1958,"Drama, Action, History",7.5
7159,The Boondock Saints II: All Saints Day,2009,"Action, Thriller, Crime",6
7160,Emma,1996,"Romance, Comedy, Drama",6.7
7161,Big Fat Liar,2002,"Family, Comedy, Adventure",5.8
7162,Drive-Away Dolls,2024,"Crime, Comedy, Action",0
7163,Dance of the Vampires,1967,"Comedy, Horror",7
7164,Wonderstruck,2017,Drama,6
7165,Halloweentown High,2004,"Adventure, Comedy, Family, Fantasy, TV Movie",6.5
7166,Crash Pad,2017,Comedy,5.6
7167,The Mighty,1998,"Drama, Comedy",7.2
7168,How to Marry a Millionaire,1953,"Comedy, Romance",6.8
7169,Nineteen Eighty-Four,1984,"Drama, Science Fiction",6.8
7170,Mandy,2018,"Horror, Action, Thriller, Fantasy",6.2
7171,Gold,2016,"Adventure, Drama, Thriller",6.6
7172,Our Father,2022,"Documentary, Crime",6.6
7173,Appointment with Death,1988,"Thriller, Crime, Mystery, Drama",6
7174,Fritz the Cat,1972,"Animation, Comedy, Drama",6.1
7175,Batman Unmasked: The Psychology of 'The Dark Knight',2008,Documentary,7.4
7176,UFO,2018,"Science Fiction, Action, Thriller",7
7177,The Cutting Edge: Going for the Gold,2006,"Romance, Drama",6.6
7178,Incendiary,2008,"Drama, Thriller, Romance",5.3
7179,D-Tox,2002,"Action, Thriller, Horror",5.6
7180,Better Nate Than Ever,2022,"Music, Family, Comedy",6.7
7181,Black Christmas,1974,"Horror, Mystery, Thriller",6.9
7182,Rip Tide,2017,"Family, Drama",6.1
7183,Cromwell,1970,"Drama, History, War",6.5
7184,Pulse,2006,"Horror, Thriller",5
7185,Amateur,2018,Drama,6.4
7186,Bloodsport II,1996,"Action, Thriller",5.4
7187,Section 8,2022,"Action, Thriller",6.5
7188,Delta Force 2: The Colombian Connection,1990,Action,5.4
7189,The Kitchen,2019,"Action, Crime, Drama",6.2
7190,It Happened One Night,1934,"Comedy, Romance",7.9
7191,"ariana grande: excuse me, i love you",2020,"Music, Documentary",8.1
7192,Inbred,2011,"Comedy, Horror",5.4
7193,Gossip,2000,"Mystery, Thriller",5.8
7194,American Ninja,1985,Action,5.9
7195,Malevolent,2018,Horror,5
7196,Earth Girls Are Easy,1988,"Comedy, Science Fiction",5.7
7197,Bigfoot Family,2020,"Animation, Adventure, Family",7.2
7198,Nymphomaniac: Vol. I,2013,Drama,6.9
7199,Camp Cool Kids,2017,Family,5.5
7200,Edge of Darkness,2010,"Crime, Drama, Mystery, Thriller",6.3
7201,The Alpinist,2021,"Documentary, Adventure",7.6
